,cid,canonical_smiles,molecular_weight,xlogp
348,6590,CC(C)C(=O)O,88.11,0.8
349,107689,CC(C(=O)O)O,90.08,-0.7
350,6594,C(=C(F)Cl)(F)F,116.47,1.9
351,6595,CC(=C)C(=O)N,85.1,0.1
352,4093,CC(=C)C(=O)O,86.09,0.9
353,62326,CC(C(=O)O)S,106.15,0.5
354,6597,C(C(=O)O)(Cl)Cl,128.94,0.9
355,6602,CC(C)C1=CCC2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C,302.5,4.8
356,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,460.4,-1.6
357,440560,CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,428.7,9.4
358,6606,CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,426.7,8.9
359,6433146,CC1CCC(=C)C(C1(C)C)C=CC(=O)C,206.32,3.5
360,5371002,CC1CC=C(C(C1(C)C)C=CC(=O)C)C,206.32,3.2
361,5375215,CC1CCC(=C(C1(C)C)C=CC(=O)C)C,206.32,3.2
362,6610,CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,250.38,5.6
363,5363741,CC(=O)C=CC1C(=C)CCCC1(C)C,192.3,3.2
364,6433147,CC1CCC=C(C1(C)C)C=CC(=O)C,192.3,3.3
365,5365976,CC1=CCCC(C1C=CC(=O)CCC=C)(C)C,232.36,4
366,5280531,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,524.9,13.6
367,6613,CC(C)(CO)C(C(=O)NCCC(=O)O)O,219.23,-1.1
368,5372195,CC1=C(C(CCC1)(C)C)C=C(C)C(=O)C,206.32,3.3
369,6616,CC1(C2CCC(C2)C1=C)C,136.23,3.3
370,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,228.29,3.3
371,6625,C1=CC(=CC=C1S(=O)(=O)C2=CC=C(C=C2)Cl)Cl,287.2,3.9
372,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,248.3,1
373,6626,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,250.27,1.9
374,6629,CC(C)(C1=CC=CC=C1)OO,152.19,1.7
375,6631,CC1CCC(CC1)C(C)(C)OC(=O)C,198.3,3.4
376,111037,CC1=CCC(CC1)C(C)(C)OC(=O)C,196.29,2.4
377,62328,CCC(=O)OC(C)(C)C1CCC(=CC1)C,210.31,2.9
378,6633,CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2,253.36,3.1
379,6635,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,303.2,4.3
380,6637,CCNS(=O)(=O)C1=CC=C(C=C1)C,199.27,1.6
381,6641,CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2,270.4,4.3
382,6643,CCC(C)(C)C1=CC=C(C=C1)O,164.24,3.9
383,6651,CC1(CCC(CC1)C(C)(C)O)O,172.26,1.2
384,6652,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,204.31,3.6
385,6654,CC1=CCC2CC1C2(C)C,136.23,2.8
386,29025,CC1=CC(=O)C2CC1C2(C)C,150.22,1.6
387,125468,CC=C(C)C(=O)O,100.12,1
388,6658,CC(=C)C(=O)OC,100.12,1.4
389,205,CC(C(C(=O)O)N)O,119.12,-2.9
390,45,C(C(=O)O)(C(=O)O)O,120.06,-1.1
391,6660,CC1=C(C(=O)CC1)O,112.13,0.3
392,6661,CN1CCN(C1=O)C,114.15,-0.5
393,65727,CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C,397.6,6.1
394,6665,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,388.7,9.4
395,5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,183.19,0.9
396,4678,CC(C)(CO)C(C(=O)NCCCO)O,205.25,-0.9
397,6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,294.3,3.7
398,62329,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],297.26,3.8
399,6675,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,515.7,2.2
400,6676,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,408.6,3.6
401,73111,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,862.7,1.2
402,6680,CC1=CC=C(C=C1)NC2=C3C(=C(C=C2)O)C(=O)C4=CC=CC=C4C3=O,329.3,5.5
403,6683,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O,256.21,2.9
404,6688,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O,240.21,3.7
405,6690,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C4=C(C=C3)NC5=C(N4)C=CC6=C5C(=O)C7=CC=CC=C7C6=O,442.4,4.9
406,54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,308.3,2.7
407,3828,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,260.24,2.3
408,5281847,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O,516.5,5.9
409,6716,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3,230.22,2.3
410,2151,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,203.24,0.1
411,6731,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O,273.3,3.4
412,66520,C1=C(C=C(C(=C1O)C(=O)O)O)O,170.12,1.8
413,6736,CC1=CNC2=CC=CC=C12,131.17,2.6
414,6742,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,392.6,4.9
415,241572,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C(C)C,416.7,10.2
416,457801,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,414.7,9.3
417,5280794,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,412.7,8.6
418,6749,C1=CC2=C(C=CC=C2O)C(=C1)O,160.17,1.8
419,6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],268.27,3.6
420,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,180.16,-0.8
421,6755,C1=CC=C2C(=C1)C(=CC(=O)C2=O)O,174.15,0.9
422,6758,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,394.4,4.1
423,890,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,660.04,-10.3
424,92972,CC(=O)OCC(C(C(C(C=O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,390.34,-0.6
425,6759,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,376.4,-1.5
426,6769,CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)OC2CC3CN4CCC5=C(C4CC3C(C2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC,666.7,4.6
427,66532,CC(C)(C)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,264.3,5.2
428,6772,CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,236.26,4.4
429,6773,CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,222.24,3.9
430,6776,C1=CC2=C(C=C1O)C(=O)C3=C(C2=O)C=C(C=C3)O,240.21,2.2
431,6777,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,330.4,5.2
432,6780,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,208.21,3.4
433,6781,CCOC(=O)C1=CC=CC=C1C(=O)OCC,222.24,2.5
434,6782,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,278.34,4.1
435,3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,278.34,4.7
436,66540,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,334.4,6.9
437,3884,CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,242.27,2.8
438,5280483,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,450.7,10.9
439,66542,COC1=CC=C(C2=CC=CC=C21)O,174.2,3.3
440,66548,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,258.27,2.8
441,6799,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)O,232.66,3.9
442,11171903,CC(C1=CC=CC=C1)C2=C(C=C(C=C2)O)O,214.26,3.5
443,6804,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,363.22,-4.3
444,123595,CC1=C2C=CC(=C2C=C(C=C1)C(=C)C)C=O,210.27,4.1
445,85689,C1CCC2C(C1)C(=O)OC2=O,154.16,1.2
446,6811,C1=CC=C2C(=C1)C(=O)OC2=O,148.11,1.3
447,6815,CCCC(C1=CC(=C(C=C1C)O)C(C)(C)C)C2=CC(=C(C=C2C)O)C(C)(C)C,382.6,8.6
448,6816,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,767.5,-5.8
449,2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,312.4,4.9
450,6819,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,336.4,4.6
451,5379348,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NN=C3C(=O)C=CC4=CC=CC=C43,352.4,5.4
452,6826,CNC1=CC=CC=C1C(=O)OC,165.19,2.3
453,6835,COC1=CC=CC=C1C2=CC=CC=C2,184.23,3.2
454,6844,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,188.18,2.6
455,2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,317.3,2.8
456,66581,COC1=CC=CC(=C1OC)C=O,166.17,1.1
457,6855,C1=CC=C(C=C1)C(=O)OC2=CC=CC3=C2N=CC=C3,249.26,3.7
458,6858,COC1=CC(=CC(=C1OC)OC)C=O,196.2,0.9
459,6861,C1=CC=C2C(=C1)C=CC=C2CC(=O)N,185.22,2.1
460,6862,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,186.21,2.7
461,54680871,C1=CC=C2C(=C1)C(=CC(=O)N2)O,161.16,0.7
462,5282593,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,275.34,1.9
463,66595,CCOC1=CC2=C(C=C1)C(=CC(=O)O2)C,204.22,2.6
464,66596,COC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,244.24,3.6
465,66597,CC(C)(C)C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,270.32,5.5
466,6873,CC(C)COC(=O)C1=CC=CC=C1O,194.23,3.9
467,6874,CC(C)CCOC(=O)C1=CC=CC=C1O,208.25,4.6
468,62332,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,242.27,4.5
469,66598,CCOC(=O)C1=CC=CC=C1C,164.2,3.1
470,6877,CCOC(=O)C1=CC=CC=C1N,165.19,2.6
471,6880,C1=CC=C(C(=C1)C(=O)OCCO)O,182.17,1.9
472,5284369,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,253.29,4
473,2002,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,246.26,1.1
474,6884,COC1=C(C=C(C=C1Cl)Cl)Cl,211.5,4
475,6885,C1C2=CC=CC=C2C(=O)O1,134.13,0.8
476,5281515,CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4
477,802,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,175.18,1.4
478,6890,CN(C)CC1=CNC2=CC=CC=C21,174.24,1.8
479,66600,CCC(=O)OC1=C(CCC1=O)C,168.19,0.9
480,6896,CC1=C(C(=CC=C1)C)N,121.18,1.8
481,1057,C1=CC(=C(C(=C1)O)O)O,126.11,0.5
482,6900,C[N+](C)(C)CCO.C(C(C(=O)[O-])O)(C(=O)O)O,253.25,
483,444305,C(C(C(=O)O)O)(C(=O)O)O,150.09,-1.9
484,33037,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,210.14,-2.5
485,453,C(C(C(C(C(CO)O)O)O)O)O,182.17,-3.1
486,6904,C(C(C(C(C(=O)CO)O)O)O)O,180.16,-3.2
487,92092,C(C(C(C(C(=O)CO)O)O)O)O,180.16,-3.2
488,892,C1(C(C(C(C(C1O)O)O)O)O)O,180.16,-3.7
489,117410,CCOC(=O)C(C(C(=O)OCC)O)O,206.19,-0.3
490,6912,C(C(C(C(CO)O)O)O)O,152.15,-2.5
491,2723,CC1=CC(=CC(=C1Cl)C)O,156.61,2
492,6915,CCC(CC)C(=O)O,116.16,1.7
493,6917,C=CN1CCCC1=O,111.14,0.4
494,6919,C1=COC(=C1)C(=O)O,112.08,0.5
495,6920,CC(=O)C1=CC=CS1,126.18,1.2
496,6923,CC(C)(C)C1=CC=CC=C1O,150.22,3.3
497,6928,CCC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)CC)C(C)(C)C)O,368.6,8.1
498,6929,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CO,236.35,4
499,6930,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,258.4,5.5
500,66615,CC1=CC(=C(C=C1)C(C)(C)C)OC,178.27,3.5
501,62334,CC(=O)OC1CCCCC1C(C)(C)C,198.3,3.6
502,2374,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,222.32,4.6
503,6937,CC1=CC(=C(C=C1)C(C)(C)C)O,164.24,3.6
504,6942,C1=CC=C(C(=C1)C(=O)N)N,136.15,0.4
505,6943,CC(C)C1=CC=CC=C1O,136.19,2.9
506,6947,C1=CC=C(C(=C1)[N+](=O)[O-])O,139.11,1.8
507,6949,CC1CCC(=C(C)C)CC2=C1CCC2C,204.35,4.1
508,1017,C1=CC=C(C(=C1)C(=O)O)C(=O)O,166.13,0.7
509,66628,C1=CN=C(C(=N1)C(=O)O)C(=O)O,168.11,-0.7
510,6961,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,254.15,0
511,6963,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,362.5,8
512,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2,174.2,1.3
513,6966,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,218.12,0.7
514,98118,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC,305.4,3.3
515,6970,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2O)C(C)C,276.4,5.4
516,78941,CCCCC(=O)OC1CC(CCC1C(C)C)C,240.38,5
517,220674,CC1CCC(C(C1)OC(=O)C)C(C)C,198.3,3.6
518,494311,CC1CCC(C(C1)OC(=O)C)C(=C)C,196.29,3.5
519,54675810,C(C(C1C(=C(C(=O)O1)O)O)O)O,176.12,-1.6
520,6982,CC1=CC(=C(C=C1Cl)C(C)C)O,184.66,3.9
521,33094,CC1=CC=CC=C1C(=O)OC,150.17,2.8
522,6984,CCC(C)C1=CC=CC=C1O,150.22,3.4
523,66644,C1=CC=C(C(=C1)C(=O)NO)O,153.14,0.9
524,6985,CC1=CC(=C(C=C1)C(=O)C)C,148.2,2.3
525,1254,CC1CCC(C(C1)O)C(C)C,156.26,3
526,7057942,CC1CCC(C(C1)O)C(=C)C,154.25,3
527,6986,CC1CCC(C(=O)C1)C(C)C,154.25,2.7
528,6987,CC1=CC(=O)C(CC1)C(C)C,152.23,2.2
529,442495,CC1CCC(=C(C)C)C(=O)C1,152.23,2.8
530,6989,CC1=CC(=C(C=C1)C(C)C)O,150.22,3.3
531,6990,CC(=O)C1=C(C=C(C=C1)O)O,152.15,1.7
532,1491,C1=CC(=C(C=C1O)O)C(=O)O,154.12,1.6
533,3085365,CC1CC(C=C(C12CCC(=C(C)C)C2)C)O,220.35,3.3
534,101550,CC1CC=CCC1C=O,124.18,1.6
535,6994,CC1=CC=CC=C1CO,122.16,1.6
536,6996,C1=CC=C(C(=C1)C=O)Cl,140.56,2.3
537,6997,CCC1=CC=CC=C1O,122.16,2.5
538,5146,C1=CC=C(C(=C1)CO)O,124.14,0.7
539,6998,C1=CC=C(C(=C1)C=O)O,122.12,1.8
540,7000,COC1=CC=CC=C1N,123.15,1.2
541,460,COC1=CC=CC=C1O,124.14,1.3
542,7002,CC1=CC=CC2=CC=CC=C12,142.2,3.9
543,7005,C1=CC=C2C(=C1)C=CC=C2O,144.17,2.8
544,7007,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,267.5,3.5
545,5281680,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,318.23,1.2
546,5281691,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O,316.26,1.9
547,66654,CC(=O)C1=C(C=C(C=C1OC)OC)O,196.2,1.7
548,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O,176.17,1.9
549,7014,C1CCN2CC3CC(C2C1)CN4C3CCCC4,234.38,2.5
550,7016,C1CCC(CC1)C2CCCCC2=O,180.29,3.7
551,7017,C1=CC=C(C=C1)C2=CC=CC=C2O,170.21,3.1
552,72861,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)O,198.22,1.9
553,735755,COC1=CC(=CC(=C1OC)OC)C=CC(=O)O,238.24,1.4
554,1292,C1=CC=C(C=C1)C(C(=O)O)O,152.15,0.6
555,688025,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,337.5,3.8
556,101552,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O,326.3,-4.2
557,7027,C(C1C(C(C(C(=O)O1)O)O)O)O,178.14,-2
558,62336,CC(C1=CC=CC=C1)C(OC)OC,180.24,2.4
559,7037,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,184.23,2.7
560,7038,C1=CC=C(C=C1)C(=O)C2=CC=CC=N2,183.21,1.9
561,7040,CC1=C(C=CC=C1N=C=O)N=C=O,174.16,3.9
562,7041,COC1=C(C(=CC=C1)OC)O,154.16,1.1
563,7043,COC1=CC=CC=C1OC,138.16,1.6
564,7044,C1CCC2CCCCC2C1,138.25,4.6
565,7045,C1=CC=C2C(=C1)N=CC=N2,130.15,1.3
566,931,C1=CC=C2C=CC=CC2=C1,128.17,3.3
567,7047,C1=CC=C2C(=C1)C=CC=N2,129.16,2
568,7050,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,231.29,3.1
569,101555,CC(C)C1=CC=C(C=C1)CC(C)C=NC2=CC=CC=C2C(=O)OC,323.4,5
570,64807,CC(CC1=CC=C(C=C1)C(C)(C)C)C=NC2=CC=CC=C2C(=O)OC,337.5,5.5
571,7052,COC1=CC(=C(C=C1)C(=O)O)OC,182.17,1.6
572,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,217.31,3.1
573,7054,C1=CC=C2C(=C1)C(=O)C(=O)N2,147.13,0.8
574,7055,CC1=CC2=CC=CC=C2C=C1,142.2,3.9
575,7058,C1=CC=C2C=C(C=CC2=C1)S,160.24,3.7
576,66678,CC1=CC2=C(C=C1)NCCC2,147.22,2.7
577,7059,CC1=CC2=C(C=C1)N=CC=C2,143.18,2.6
578,7060,CC1=NC2=CC=CC=C2C=C1,143.18,2.6
579,323,C1=CC=C2C(=C1)C=CC(=O)O2,146.14,1.4
580,7064,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,187.2,1.4
581,9887390,CC1=CC2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C=C1O,402.7,10
582,6378927,CCCCCC(=CC1=CC=CC=C1)C(OC)OC,248.36,4.9
583,7072,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)C)N=C=O,264.28,5.9
584,7076,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3,230.3,5.6
585,5910,CCC1C(COC1=O)CC2=CN=CN2C,208.26,1.1
586,15304507,CCOC1=C(C=CC(=C1)C=CC)OC,192.25,3.2
587,7092,CC1=CC2=C(C=C1)OC(=O)C=C2,160.17,1.8
588,7095,C1=CC=C(C=C1)C2=CC=CC=C2,154.21,4
589,62339,C1COCCN1C2=CC=CC=C2,163.22,1.4
590,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,192.17,1.5
591,41690,C1CCC(CC1)C2CCC(=O)CC2,180.29,3.4
592,7107,C1C2=CC=CC=C2OC3=CC=CC=C31,182.22,3.5
593,7112,C1=CC(=CC=C1C2=CC=C(C=C2)O)O,186.21,3.6
594,66726,COC1=CC(=C(C=C1)OC)C=O,166.17,1.5
595,7118,COC1=C(C=C(C=C1)CO)OC,168.19,0.6
596,7119,COC1=CC2=CC=CC=C2C=C1,158.2,3.5
597,7121,COC1=C(C=C(C=C1)C(=O)O)OC,182.17,1.6
598,7122,CC(=O)C1=CC2=CC=CC=C2C=C1,170.21,3.2
599,3516,COC1=CC=CC=C1OCC(CO)O,198.22,1.4
600,7127,COC1=C(C=C(C=C1)CC=C)OC,178.23,2.5
601,7128,CC=CC1=CC(=C(C=C1)OC)OC,178.23,2.5
602,7129,CCOC1=CC2=CC=CC=C2C=C1,172.22,3.8
603,7130,CC(C)CC1=NC2=CC=CC=C2C=C1,185.26,3.8
604,7132,CCCCCCCCCCCC[N+]1=CC2=CC=CC=C2C=C1.[Br-],378.4,
605,7134,COC1=CC=CC=C1CC(=O)O,166.17,1.5
606,7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,206.24,2.3
607,7137,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,206.24,2.4
608,5281426,C1=CC(=CC2=C1C=CC(=O)O2)O,162.14,1.6
609,99693,C1=CC(=CC2=C1C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,324.28,-0.7
610,7140,CC(C(=O)OC1=CC2=CC=CC=C2C=C1)O,216.23,2.5
611,66734,C1=CC=C(C=C1)C(=O)OC2=CC3=CC=CC=C3C=C2,248.27,4.4
612,7144,CC1=CC(=C(C=C1)O)OC,138.16,1.3
613,7146,CC(C=O)C1=CC=CC=C1,134.17,1.9
614,7147,CCC(C1=CC=CC=C1)O,136.19,1.9
615,7148,CCC(=O)C1=CC=CC=C1,134.17,2.2
616,7149,C1=CC=C(C=C1)C(CO)O,138.16,0.4
617,7150,COC(=O)C1=CC=CC=C1,136.15,2.1
618,7151,COC(=O)C1=CN=CC=C1,137.14,0.8
619,7155,CC1=CC=CC=C1N=C(N)N=C(N)N,191.23,0.3
620,7163,CCCCCCCCCCCCCCCCCC(=O)N(CCO)CCO,371.6,6.8
621,6366408,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,369.6,5.8
622,7165,CCOC(=O)C1=CC=CC=C1,150.17,2.6
623,7166,CC(=O)CC(=O)C1=CC=CC=C1,162.18,1.6
624,62341,CC(C1=CC=CC=C1)OC(=O)C,164.2,2
625,7169,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,198.22,3.6
626,7170,CCOC(=O)CC(=O)C1=CC=CC=C1,192.21,1.9
627,7172,CNCC(C1=CC=C(C=C1)O)O,167.2,-0.6
628,66743,CCOC(=O)C1=CC=C(C=C1)C,164.2,2.9
629,2337,CCOC(=O)C1=CC=C(C=C1)N,165.19,1.9
630,7175,CCCOC(=O)C1=CC=C(C=C1)O,180.2,3
631,5411,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,264.36,3.7
632,2482,CCCCOC(=O)C1=CC=C(C=C1)N,193.24,2.9
633,7184,CCCCOC(=O)C1=CC=C(C=C1)O,194.23,3.6
634,60979,CCOC(=O)C1=CC=C(C=C1)OC,180.2,2.8
635,7187,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,242.23,3.5
636,7189,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,208.25,3.1
637,16682929,C1=CC=C(C=C1)C(=O)O[Hg]C2=CC=CC=C2,398.81,
638,7191,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2,213.23,2.4
639,7193,CC(C)CCOC(=O)C1=CC=CC=C1,192.25,3.8
640,7194,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,226.27,4
641,5353011,CC(=CCCC(=CCOC(=O)C1=CC=CC=C1)C)C,258.35,5.1
642,66751,CCCCCCCCOC(=O)C1=CC=CC=C1,234.33,5.7
643,7196,C1OC2=C(O1)C=C(C=C2)C(=O)O,166.13,0.4
644,7197,CCCC1=CC2=C(C=C1)OCO2,164.2,3.2
645,5144,C=CCC1=CC2=C(C=C1)OCO2,162.18,3
646,638024,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,285.34,3.5
647,66755,CCOC1=CC=CC=C1O,138.16,1.7
648,1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,221.03,2.8
649,1489,C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,249.09,3.5
650,60982,CCOC1=C(C=C(C=C1)C=CC)O,178.23,2.9
651,7211,CCCC(C(CC)CO)O,146.23,1.3
652,7213,C1=CC(=C(C=C1O)O)C=O,138.12,1.5
653,7219,C1C=CC2=CC=CC=C21,116.16,2.9
654,7220,C1=CC2=NNN=C2C=C1,119.12,1
655,7221,C1=CC=C2C(=C1)C=CS2,134.2,3.1
656,7222,C1=CC=C2C(=C1)N=CS2,135.19,2
657,251103,C1=CC(=C2C(=C1)OC(=O)S2)O,168.17,1.9
658,7223,CCCCCCCCCCCCCCCCCC1=NCCN1CCO,352.6,7.1
659,7224,CC1=CC2=CC=CC=C2N1,131.17,2.5
660,7225,CC1=NC2=CC=CC=C2O1,133.15,2.2
661,2733,C1=CC2=C(C=C1Cl)NC(=O)O2,169.56,1.8
662,66768,CCCCCCC1=CCCC1=O,166.26,3.5
663,7237,CC1=CC=CC=C1C,106.16,3.1
664,335,CC1=CC=CC=C1O,108.14,2
665,5801,C1=CC=C(C(=C1)N)O,109.13,0.6
666,7244,C1=CC=C(C(=C1)O)Br,173.01,2.4
667,66769,CC1=NC=CN=C1Cl,128.56,1.1
668,7247,CC1=CC(=C(C=C1)C)C,120.19,3
669,7249,CC1=C(C=C(C=C1)O)C,122.16,2.2
670,7250,CC1=CC(=C(C=C1)N)C,121.18,1.7
671,7252,CC1=C(C=CC(=C1)N)N,122.17,0.6
672,7253,CC1=C(C=CC(=C1)O)O,124.14,1
